"tourney_date","match_num","surface","player1_name","player2_name","match_outcome","player1_hand","player2_hand","rank_diff","elo_diff","ht_diff","age_diff","set1_diff","set2_diff","set3_diff","set1_outcome","set2_outcome","set3_outcome"
20050704,16,"Grass","Vincent Spadea","Alexander Popp","LWW","R","R",-127,125.418082288759,-18,2.3,-2,3,4,"0","1","1"
20050704,17,"Grass","Taylor Dent","Wesley Moodie","LL","R","R",-100,142.882543368601,-8,-2.2,-2,-5,0,"0","0","0"
20050704,18,"Grass","Robby Ginepri","Michal Mertinak","LL","R","R",-32,106.096063505133,3,-3,-3,-2,0,"0","0","0"
20050704,19,"Grass","Greg Rusedski","Robin Vik","WW","L","R",-71,156.13973313652,10,6.4,4,1,0,"1","1","0"
20050704,20,"Grass","Antony Dupuis","Andy Murray","WW","R","R",-102,-90.1104904613899,-5,14.2,2,5,0,"1","1","0"
20050704,21,"Grass","Paul Goldstein","Florin Mergea","WW","R","R",-185,-21.9916019732148,-2,8.5,5,3,0,"1","1","0"
20050704,22,"Grass","Daniele Bracciali","Alexander Waske","LL","R","R",-13,92.1642569813087,-8,-2.8,-1,-1,0,"0","0","0"
20050704,23,"Grass","Giovanni Lapentti","Dusan Vemic","WLL","R","R",-151,-19.4999539909484,3,-6.6,1,-2,-1,"1","0","0"
20050704,24,"Grass","Vincent Spadea","Karol Kucera","WW","R","R",-101,33.4427603613874,-5,-0.400000000000002,5,2,0,"1","1","0"
20050704,25,"Grass","Wesley Moodie","Michal Mertinak","WW","R","R",-6,-18.3180323470679,16,0.600000000000001,2,3,0,"1","1","0"
20050704,26,"Grass","Greg Rusedski","Antony Dupuis","WW","L","R",-72,163.005143507837,8,-0.499999999999996,1,2,0,"1","1","0"
20050704,27,"Grass","Paul Goldstein","Alexander Waske","WLW","R","R",-42,74.7441798897937,-10,-1.3,3,-3,1,"1","0","1"
20050704,28,"Grass","Vincent Spadea","Dusan Vemic","WW","R","R",-225,122.4185287932,-7,1.9,3,2,0,"1","1","0"
20050704,29,"Grass","Greg Rusedski","Wesley Moodie","WW","L","R",-90,171.380766789507,-3,5.5,1,2,0,"1","1","0"
20050704,30,"Grass","Vincent Spadea","Paul Goldstein","WW","R","R",-43,128.301949049277,5,2,1,4,0,"1","1","0"
20050704,31,"Grass","Greg Rusedski","Vincent Spadea","WLW","L","R",-10,24.2549831420504,10,0.900000000000002,1,-4,2,"1","0","1"
20050704,1,"Clay","Rafael Nadal","Juan Monaco","WW","L","R",-63,106.234181445915,0,-2.2,5,5,0,"1","1","0"
20050704,2,"Clay","Alberto Martin","Agustin Calleri","WW","R","R",-46,-68.8325551645039,-8,-2,5,5,0,"1","1","0"
20050704,3,"Clay","Guillermo Garcia Lopez","Nicolas Lapentti","WW","R","R",-25,46.9414245690627,0,-6.8,2,5,0,"1","1","0"
20050704,4,"Clay","Juan Carlos Ferrero","Lukas Dlouhy","WW","R","R",-105,181.435515372252,-2,3.1,2,5,0,"1","1","0"
20050704,5,"Clay","Tommy Robredo","Michal Tabara","WW","R","R",-92,185.00242210841,5,-2.7,2,6,0,"1","1","0"
20050704,6,"Clay","Gael Monfils","Jonas Bjorkman","WW","R","R",-37,-70.3557661910534,10,-14.4,4,4,0,"1","1","0"
20050704,8,"Clay","Mikhail Youzhny","Jerome Haehnel","WW","R","R",-82,137.537998543408,-2,-1.9,5,5,0,"1","1","0"
20050704,9,"Clay","Jose Acasuso","Nicolas Almagro","LL","R","R",-44,121.525121703851,7,2.9,-2,-5,0,"0","0","0"
20050704,10,"Clay","Tomas Berdych","Kevin Kim","WW","R","R",-29,55.5631056547279,16,-7.2,4,3,0,"1","1","0"
20050704,11,"Clay","Mariano Zabaleta","Raemon Sluiter","LWW","R","R",-56,66.206154073601,-2,0.100000000000001,-4,5,2,"0","1","1"
20050704,12,"Clay","Carlos Moya","Alex Calatrava","WW","R","R",-102,329.174528649624,0,-3.2,2,4,0,"1","1","0"
20050704,13,"Clay","Robin Soderling","Florian Mayer","WW","R","R",-47,18.2764137334148,3,-0.899999999999999,4,2,0,"1","1","0"
20050704,14,"Clay","Oscar Hernandez","Gorka Fraile","LWW","R","R",-179,-69.3902065942077,0,0,-3,4,4,"0","1","1"
20050704,15,"Clay","Jarkko Nieminen","Florent Serra","LL","L","R",-29,175.137606376418,5,-0.400000000000002,-2,-5,0,"0","0","0"
20050704,16,"Clay","Joachim Johansson","Jiri Vanek","WLL","R","R",-91,210.744084947694,13,-4.1,1,-1,-4,"1","0","0"
20050704,17,"Clay","Rafael Nadal","Alberto Martin","WW","L","R",-47,126.859000483023,10,-7.8,4,2,0,"1","1","0"
20050704,18,"Clay","Juan Carlos Ferrero","Guillermo Garcia Lopez","WW","R","R",-42,157.647982890745,-5,3.3,3,2,0,"1","1","0"
20050704,19,"Clay","Tommy Robredo","Gael Monfils","WW","R","R",-47,190.013667854995,-13,4.3,2,2,0,"1","1","0"
20050704,21,"Clay","Tomas Berdych","Nicolas Almagro","LWW","R","R",-46,26.0177509535818,13,-0.100000000000001,-2,3,2,"0","1","1"
20050704,22,"Clay","Carlos Moya","Mariano Zabaleta","LL","R","R",-35,197.7298453269,7,1.5,-1,-4,0,"0","0","0"
20050704,23,"Clay","Robin Soderling","Oscar Hernandez","WLL","R","R",-42,167.857180778697,13,-6.4,5,-3,-4,"1","0","0"
20050704,24,"Clay","Florent Serra","Jiri Vanek","LWL","R","R",-8,44.7072613014204,-5,-2.8,-2,5,-3,"0","1","0"
20050704,25,"Clay","Rafael Nadal","Juan Carlos Ferrero","WW","L","R",-28,-8.0913594557378,2,-6.3,3,3,0,"1","1","0"
20050704,26,"Clay","Tommy Robredo","Mikhail Youzhny","LWW","R","R",-7,19.4716129028836,-3,0.100000000000001,-3,2,3,"0","1","1"
20050704,27,"Clay","Tomas Berdych","Mariano Zabaleta","WW","R","R",-21,-92.9042715734051,13,-7.6,3,4,0,"1","1","0"
20050704,28,"Clay","Oscar Hernandez","Jiri Vanek","LL","R","R",-25,-1.92662381400419,-5,0.0999999999999979,-2,-4,0,"0","0","0"
20050704,29,"Clay","Rafael Nadal","Tommy Robredo","WW","L","R",-17,-16.8662950225921,5,-4.1,3,3,0,"1","1","0"
20050704,30,"Clay","Tomas Berdych","Jiri Vanek","WW","R","R",-63,62.2553768002037,11,-7.4,2,5,0,"1","1","0"
20050704,31,"Clay","Rafael Nadal","Tomas Berdych","LWW","L","R",-39,161.957980098495,-11,-0.699999999999999,-4,4,2,"0","1","1"
20050718,1,"Clay","Mariano Puerta","Janko Tipsarevic","WW","L","R",-80,-5.34529685974735,0,5.8,4,4,0,"1","1","0"
20050718,2,"Clay","Francesco Aldi","Juan Antonio Marin","LL","R","R",-72,61.5475047486857,0,-6.5,-1,-5,0,"0","0","0"
20050718,3,"Clay","Florent Serra","Ivo Minar","LL","R","R",-11,-13.287435134624,-3,3.2,-2,-4,0,"0","0","0"
20050718,4,"Clay","Oscar Hernandez","Santiago Ventura","WLL","R","R",-44,-91.7897076258425,-3,1.7,3,-6,-5,"1","0","0"
20050718,5,"Clay","Christophe Rochus","Michal Tabara","LWW","R","R",-63,-7.90753528354685,-5,0.600000000000001,-2,4,2,"0","1","1"
20050718,7,"Clay","Agustin Calleri","Julien Benneteau","WLW","R","R",-48,101.26768321437,-2,5.3,2,-4,3,"1","0","1"
20050718,9,"Clay","Tomas Behrend","David Sanchez","LL","R","R",-38,-67.9128933504271,10,3.3,-2,-2,0,"0","0","0"
20050718,10,"Clay","Alex Calatrava","Sergio Roitman","LWW","R","R",-76,-15.9893704808476,5,5.9,-3,3,2,"0","1","1"
20050718,11,"Clay","Jiri Vanek","Dick Norman","LWW","R","L",-20,59.7708785612413,-18,-7.1,-1,4,3,"0","1","1"
20050718,12,"Clay","Nicolas Massu","Nicolas Thomann","WW","R","R",-280,87.9300387513292,0,-6.9,2,4,0,"1","1","0"
20050718,13,"Clay","Luis Horna","Raemon Sluiter","WLL","R","R",-84,47.3913274169167,-5,-2.4,1,-3,-2,"1","0","0"
20050718,15,"Clay","Nicolas Lapentti","Robin Vik","LL","R","R",-5,-24.6355426622686,5,3.5,-5,-3,0,"0","0","0"
20050718,16,"Clay","Fernando Gonzalez","Kristof Vliegen","WW","R","R",-89,245.212236344152,-10,1.9,4,5,0,"1","1","0"
20050718,17,"Clay","Mariano Puerta","Juan Antonio Marin","WW","L","R",-172,21.3989524144063,5,-3.5,4,4,0,"1","1","0"
20050718,18,"Clay","Ivo Minar","Santiago Ventura","WW","R","R",-29,-42.2834195742219,0,-4.4,1,2,0,"1","1","0"
20050718,19,"Clay","Christophe Rochus","Melle Van Gemerden","LL","R","R",-187,7.57994439958884,-13,0.399999999999999,-4,-2,0,"0","0","0"
20050718,20,"Clay","Victor Hanescu","Agustin Calleri","LL","R","R",-40,-76.0426052599869,15,-4.9,-1,-2,0,"0","0","0"
20050718,21,"Clay","David Sanchez","Alex Calatrava","WW","R","R",-20,58.8502041264046,-7,-4.8,4,4,0,"1","1","0"
20050718,22,"Clay","Nicolas Massu","Jiri Vanek","WW","R","R",-50,111.94758107825,-2,-1.5,2,2,0,"1","1","0"
20050718,23,"Clay","Daniele Bracciali","Raemon Sluiter","LWW","R","R",-15,-35.4207790039557,-5,0.300000000000001,-5,1,4,"0","1","1"
20050718,24,"Clay","Fernando Gonzalez","Robin Vik","WW","R","R",-83,238.718460771861,0,-0.5,4,4,0,"1","1","0"
20050718,25,"Clay","Mariano Puerta","Ivo Minar","LWL","L","R",-79,-54.2834320578143,-3,5.7,-4,2,-1,"0","1","0"
20050718,26,"Clay","Agustin Calleri","Melle Van Gemerden","WW","R","R",-139,104.228009159037,0,2.7,2,2,0,"1","1","0"
20050718,27,"Clay","Nicolas Massu","David Sanchez","LWL","R","R",-97,50.5413224357869,0,-1.5,-3,2,-3,"0","1","0"
20050718,28,"Clay","Fernando Gonzalez","Daniele Bracciali","WW","R","R",-97,236.934229559793,3,-2.6,3,3,0,"1","1","0"
20050718,29,"Clay","Ivo Minar","Agustin Calleri","LL","R","R",-3,-90.6100266706862,0,-7.7,-2,-2,0,"0","0","0"
20050718,30,"Clay","Fernando Gonzalez","David Sanchez","WW","R","R",-107,193.112161805585,0,-2.3,4,5,0,"1","1","0"
20050718,31,"Clay","Fernando Gonzalez","Agustin Calleri","WW","R","R",-73,125.039240015904,0,-3.9,2,3,0,"1","1","0"
20050725,1,"Clay","Mariano Zabaleta","Jerome Haehnel","WW","R","R",-17,70.0355409529034,-2,2.4,4,1,0,"1","1","0"
20050725,2,"Clay","Razvan Sabau","Nicolas Almagro","LL","R","R",-2,40.800694768104,2,8.2,-3,-4,0,"0","0","0"
20050725,3,"Clay","Juan Monaco","Florian Mayer","WLL","R","R",-29,-19.3560181504595,-5,-0.5,2,-1,-2,"1","0","0"
20050725,4,"Clay","Alessio Di Mauro","Raemon Sluiter","WW","L","R",-25,-49.2159336077225,0,0.699999999999999,4,3,0,"1","1","0"
20050725,5,"Clay","Philipp Kohlschreiber","Albert Costa","WW","R","R",-25,-120.724608588504,-2,-8.3,4,2,0,"1","1","0"
20050725,6,"Clay","Robin Vik","Peter Luczak","WW","R","R",-62,4.99929698732717,0,-0.5,3,1,0,"1","1","0"
20050725,7,"Clay","David Sanchez","Rainer Schuettler","LL","R","R",-6,-32.0676598893317,3,-2,-3,-3,0,"0","0","0"
20050725,8,"Clay","Ivo Minar","Yuri Schukin","WW","R","R",-145,34.0873846425616,-5,-4.9,3,1,0,"1","1","0"
20050725,9,"Clay","Michal Tabara","Daniel Koellerer","LWL","R","R",-104,-4.68494738773688,-5,4,-1,3,-2,"0","1","0"
20050725,10,"Clay","Stefan Koubek","Hugo Armando","WW","L","R",-65,105.749099663113,-8,1.4,2,4,0,"1","1","0"
20050725,11,"Clay","Agustin Calleri","Nicolas Lapentti","LL","R","R",-28,163.412541794441,-5,-0.0999999999999979,-2,-3,0,"0","0","0"
20050725,12,"Clay","Tomas Zib","Oliver Marach","WLL","R","R",-111,-94.1994094036168,-7,4.4,3,-2,-4,"1","0","0"
20050725,13,"Clay","Fernando Verdasco","Andreas Seppi","WW","L","R",-1,87.5698339988276,-2,0.200000000000003,4,2,0,"1","1","0"
20050725,15,"Clay","Tomas Behrend","Santiago Ventura","WW","R","R",-31,-90.1949886807595,10,5.1,2,4,0,"1","1","0"
20050725,16,"Clay","Ruben Ramirez Hidalgo","Irakli Labadze","LL","R","L",-10,-53.5400074078632,-5,3.4,-3,-3,0,"0","0","0"
20050725,17,"Clay","Nikolay Davydenko","Mariano Zabaleta","LL","R","R",-86,-2.30561017244054,-5,-3.3,-2,-1,0,"0","0","0"
20050725,18,"Clay","Igor Andreev","Nicolas Almagro","LL","R","R",-35,35.6475362617271,2,2.1,-3,-4,0,"0","0","0"
20050725,19,"Clay","Jose Acasuso","Florian Mayer","LL","R","R",-51,-4.54208238075807,0,0.899999999999999,-3,-2,0,"0","0","0"
20050725,20,"Clay","Feliciano Lopez","Alessio Di Mauro","WW","L","L",-82,118.585810103053,3,-4.1,1,2,0,"1","1","0"
20050725,21,"Clay","Gaston Gaudio","Philipp Kohlschreiber","WW","R","R",-64,254.92767563258,-3,4.9,2,3,0,"1","1","0"
20050725,22,"Clay","Paul Henri Mathieu","Robin Vik","LL","R","R",-43,3.16514959017218,2,-1.9,-2,-1,0,"0","0","0"
20050725,23,"Clay","Andrei Pavel","Rainer Schuettler","WLW","R","R",-71,89.8416023533523,3,2.2,2,-3,1,"1","0","1"
20050725,24,"Clay","Mikhail Youzhny","Ivo Minar","WW","R","R",-55,144.12765149055,0,1.9,6,2,0,"1","1","0"
20050725,25,"Clay","Nicolas Massu","Daniel Koellerer","WW","R","R",-179,74.0282702139828,3,3.8,1,2,0,"1","1","0"
20050725,26,"Clay","Christophe Rochus","Stefan Koubek","WLL","R","L",-43,-45.4566228339875,-5,-1.9,2,-2,-1,"1","0","0"
20050725,27,"Clay","Luis Horna","Nicolas Lapentti","LL","R","R",-46,83.7430659213417,-8,-4.1,-2,-5,0,"0","0","0"
20050725,28,"Clay","Fernando Gonzalez","Oliver Marach","WW","R","R",-145,265.08241042706,-2,-0.100000000000001,3,2,0,"1","1","0"
20050725,29,"Clay","Olivier Rochus","Fernando Verdasco","LL","R","L",-35,-4.31555217858568,-20,2.9,-2,-3,0,"0","0","0"
20050725,30,"Clay","Jurgen Melzer","Dusan Vemic","WLW","L","R",-182,112.961668695741,-7,-5,4,-3,3,"1","0","1"
20050725,31,"Clay","Victor Hanescu","Tomas Behrend","WW","R","R",-39,58.0338656599249,5,-6.6,6,5,0,"1","1","0"
20050725,32,"Clay","Mariano Puerta","Irakli Labadze","WW","L","L",-140,1.04013235912225,-8,2.7,3,2,0,"1","1","0"
20050725,33,"Clay","Nicolas Almagro","Mariano Zabaleta","LWL","R","R",-10,-120.568393792495,0,-7.5,-3,2,-3,"0","1","0"
20050725,34,"Clay","Feliciano Lopez","Florian Mayer","WW","L","R",-73,9.20424571429453,-2,2,2,5,0,"1","1","0"
20050725,35,"Clay","Gaston Gaudio","Robin Vik","WW","R","R",-85,202.89746062525,-8,1.2,2,4,0,"1","1","0"
20050725,36,"Clay","Mikhail Youzhny","Andrei Pavel","WW","R","R",-16,-6.76889458546225,0,-8.4,4,1,0,"1","1","0"
20050725,37,"Clay","Nicolas Massu","Stefan Koubek","WW","R","L",-53,39.9942089412189,8,-2.8,2,4,0,"1","1","0"
20050725,38,"Clay","Fernando Gonzalez","Nicolas Lapentti","WLL","R","R",-82,278.371750075471,-5,-4,2,-2,-3,"1","0","0"
20050725,39,"Clay","Jurgen Melzer","Fernando Verdasco","WLL","L","L",-33,11.5684398708838,-5,2.5,5,-4,-5,"1","0","0"
20050725,40,"Clay","Mariano Puerta","Victor Hanescu","LL","L","R",-42,-61.3480174703634,-18,2.8,-2,-3,0,"0","0","0"
20050725,41,"Clay","Feliciano Lopez","Mariano Zabaleta","LL","L","R",-70,-12.0176117590502,5,-3.6,-2,-4,0,"0","0","0"
20050725,42,"Clay","Gaston Gaudio","Mikhail Youzhny","WLW","R","R",-12,32.8990387389679,-8,3.6,2,-2,2,"1","0","1"
20050725,43,"Clay","Nicolas Massu","Nicolas Lapentti","WLW","R","R",-63,97.9477060532661,-5,-3.2,2,-1,4,"1","0","1"
20050725,44,"Clay","Victor Hanescu","Fernando Verdasco","LL","R","L",-16,-84.6213834177017,10,2.4,-3,-3,0,"0","0","0"
20050725,45,"Clay","Gaston Gaudio","Mariano Zabaleta","WW","R","R",-80,94.4966157822032,-8,-0.799999999999997,5,5,0,"1","1","0"
20050725,46,"Clay","Nicolas Massu","Fernando Verdasco","WLL","R","L",-32,-23.9236835324036,-5,4.1,3,-3,-2,"1","0","0"
20050725,47,"Clay","Gaston Gaudio","Fernando Verdasco","LWW","R","L",-55,101.33745470713,-13,5,-4,4,2,"0","1","1"
20050718,1,"Clay","Hugo Armando","Gustavo Kuerten","WW","R","R",-41,-302.260298292269,-7,-1.7,2,5,0,"1","1","0"
20050718,2,"Clay","Fernando Verdasco","Nicolas Almagro","WW","L","R",-24,136.889174221191,5,1.7,1,6,0,"1","1","0"
20050718,3,"Clay","Tomas Zib","Simon Greul","LWW","R","R",-83,-107.27525833255,-7,5.2,-2,1,4,"0","1","1"
20050718,4,"Clay","Juan Monaco","Tobias Summerer","WW","R","R",-101,52.6186544990769,0,-1.1,5,2,0,"1","1","0"
20050718,5,"Clay","Gael Monfils","Potito Starace","LL","R","R",-30,-39.7694972413478,5,-5.2,-4,-3,0,"0","0","0"
20050718,6,"Clay","Andreas Seppi","Florian Mayer","WW","R","R",-6,-88.9147465084868,0,-0.300000000000001,1,3,0,"1","1","0"
20050718,7,"Clay","Jarkko Nieminen","Lars Burgsmuller","LWW","L","R",-19,219.426277477133,2,-5.7,-1,6,5,"0","1","1"
20050718,8,"Clay","Razvan Sabau","Carlos Berlocq","WW","R","R",-59,5.23846379474116,2,5.6,4,4,0,"1","1","0"
20050718,9,"Clay","Albert Montanes","Gilles Simon","WLL","R","R",-48,-15.0422039397847,-8,4.1,1,-5,-5,"1","0","0"
20050718,11,"Clay","Albert Costa","Galo Blanco","WW","R","R",-192,108.211805315281,7,1.3,2,2,0,"1","1","0"
20050718,12,"Clay","Alessio Di Mauro","Andreas Beck","LL","L","L",-252,-30.6803833851391,-5,8.5,-2,-3,0,"0","0","0"
20050718,13,"Clay","Rainer Schuettler","Fernando Vicente","WW","R","R",-33,48.5412570834771,0,0.899999999999999,1,2,0,"1","1","0"
20050718,14,"Clay","Philipp Kohlschreiber","Juan Pablo Brzezicki","LWW","R","R",-72,-47.0409884991138,0,-1.5,-3,3,3,"0","1","1"
20050718,15,"Clay","Jerome Haehnel","Alexander Waske","LL","R","R",-13,105.855212871243,-3,-5.2,-2,-4,0,"0","0","0"
20050718,16,"Clay","Stefan Koubek","Ruben Ramirez Hidalgo","LL","L","R",-60,154.446612170751,-8,1,-2,-3,0,"0","0","0"
20050718,17,"Clay","Rafael Nadal","Hugo Armando","WW","L","R",-164,274.253880246822,2,-8,5,4,0,"1","1","0"
20050718,18,"Clay","Igor Andreev","Fernando Verdasco","LWL","R","L",-10,-122.875815030776,-3,0.399999999999999,-2,2,-1,"0","1","0"
20050718,19,"Clay","Andrei Pavel","Tomas Zib","WLL","R","R",-16,279.696045010011,5,2,2,-3,-5,"1","0","0"
20050718,20,"Clay","David Ferrer","Juan Monaco","LL","R","R",-47,-17.9453331935429,-10,1.9,-2,-4,0,"0","0","0"
20050718,21,"Clay","Tommy Robredo","Potito Starace","LWW","R","R",-79,150.375019467477,-8,-0.800000000000001,-1,3,4,"0","1","1"
20050718,22,"Clay","Alberto Martin","Andreas Seppi","LL","R","R",-25,34.4172079455695,-15,5.5,-2,-2,0,"0","0","0"
20050718,23,"Clay","Jurgen Melzer","Jarkko Nieminen","LWL","L","L",-29,-35.0423749712581,-2,0.200000000000003,-2,1,-2,"0","1","0"
20050718,24,"Clay","Jiri Novak","Razvan Sabau","LWW","R","R",-56,158.343299604701,5,2.3,-2,2,6,"0","1","1"
20050718,25,"Clay","Filippo Volandri","Gilles Simon","LWL","R","R",-98,80.8438987962261,0,3.3,-3,4,-2,"0","1","0"
20050718,26,"Clay","Olivier Rochus","Mariano Zabaleta","WLL","R","R",-57,-43.4741607151495,-15,-2.9,2,-4,-3,"1","0","0"
20050718,27,"Clay","Paul Henri Mathieu","Albert Costa","WW","R","R",-44,-62.2646334206186,5,-6.5,3,2,0,"1","1","0"
20050718,28,"Clay","Gaston Gaudio","Andreas Beck","WW","R","L",-344,232.62531656442,-15,7.2,3,3,0,"1","1","0"
20050718,29,"Clay","Mikhail Youzhny","Rainer Schuettler","LL","R","R",-64,90.5402779365681,3,-6.2,-2,-3,0,"0","0","0"
20050718,30,"Clay","Tomas Berdych","Philipp Kohlschreiber","WLW","R","R",-26,71.0148071030908,18,-1.9,1,-5,3,"1","0","1"
20050718,31,"Clay","Jose Acasuso","Alexander Waske","LL","R","R",-77,140.315731658554,2,-7.5,-2,-2,0,"0","0","0"
20050718,32,"Clay","Nikolay Davydenko","Ruben Ramirez Hidalgo","WW","R","R",-140,199.469881901858,-5,-3.4,2,5,0,"1","1","0"
20050718,33,"Clay","Rafael Nadal","Fernando Verdasco","WW","L","L",-55,71.1149202052325,-3,-2.5,3,4,0,"1","1","0"
20050718,34,"Clay","Tomas Zib","Juan Monaco","WW","R","R",-10,-153.364159992897,-7,8.1,2,1,0,"1","1","0"
20050718,35,"Clay","Tommy Robredo","Andreas Seppi","LWL","R","R",-61,185.831710889306,-10,1.8,-2,4,-5,"0","1","0"
20050718,36,"Clay","Jiri Novak","Jarkko Nieminen","WLL","R","L",-43,25.9609760555516,5,6.4,4,-4,-1,"1","0","0"
20050718,37,"Clay","Mariano Zabaleta","Gilles Simon","WW","R","R",-39,124.149054365676,0,6.8,1,5,0,"1","1","0"
20050718,38,"Clay","Gaston Gaudio","Paul Henri Mathieu","WLW","R","R",-43,240.60341262025,-10,3.1,4,-1,6,"1","0","1"
20050718,39,"Clay","Tomas Berdych","Rainer Schuettler","WW","R","R",-51,-56.8738724461255,16,-9.4,1,5,0,"1","1","0"
20050718,40,"Clay","Nikolay Davydenko","Alexander Waske","WW","R","R",-114,157.701541171957,-10,-6.1,1,3,0,"1","1","0"
20050718,41,"Clay","Rafael Nadal","Tomas Zib","WW","L","R",-54,295.251646396164,7,-10.3,4,5,0,"1","1","0"
20050718,42,"Clay","Jarkko Nieminen","Andreas Seppi","WW","L","R",-11,130.144379918581,-5,2.5,4,3,0,"1","1","0"
20050718,43,"Clay","Gaston Gaudio","Mariano Zabaleta","WLW","R","R",-80,109.1811218784,-8,-0.699999999999999,2,-5,4,"1","0","1"
20050718,44,"Clay","Nikolay Davydenko","Tomas Berdych","WW","R","R",-31,51.8327726125558,-18,4.3,2,4,0,"1","1","0"
20050718,45,"Clay","Rafael Nadal","Jarkko Nieminen","WW","L","L",-63,52.6971650125415,0,-4.8,4,2,0,"1","1","0"
20050718,46,"Clay","Nikolay Davydenko","Gaston Gaudio","LL","R","R",-6,-143.524940304032,3,-2.5,-3,-1,0,"0","0","0"
20050718,47,"Clay","Rafael Nadal","Gaston Gaudio","WW","L","R",-10,-33.3301860118236,10,-7.5,3,3,2,"1","1","1"
20050926,1,"Clay","David Ferrer","Francesco Aldi","LL","R","R",-145,57.2480551821543,0,-0.600000000000001,-4,-4,0,"0","0","0"
20050926,2,"Clay","Igor Andreev","Nicolas Almagro","WLW","R","R",-46,19.9135306641156,2,2.2,2,-4,2,"1","0","1"
20050926,3,"Clay","Daniel Elsner","Fabio Fognini","LWW","R","R",-16,-100.766852951788,5,8.4,-2,3,2,"0","1","1"
20050926,4,"Clay","Gael Monfils","Alberto Martin","WLL","R","R",-16,-40.3991813018051,18,-8.1,5,-5,-2,"1","0","0"
20050926,5,"Clay","Tomas Berdych","Andreas Seppi","WLL","R","R",-39,19.021666087712,6,-1.5,2,-2,-2,"1","0","0"
20050926,6,"Clay","Mariano Zabaleta","Razvan Sabau","LL","R","R",-6,126.353884040689,-2,-0.699999999999999,-3,-1,0,"0","0","0"
20050926,8,"Clay","Davide Sanguinetti","Florent Serra","LWW","R","R",-8,8.79624739329029,8,8.5,-1,5,4,"0","1","1"
20050926,9,"Clay","Fernando Verdasco","Tomas Zib","WW","L","R",-25,211.264539162483,10,-7.8,4,4,0,"1","1","0"
20050926,10,"Clay","Tomas Behrend","Daniele Bracciali","WLW","R","R",-8,-47.6586917956697,13,3,2,-2,3,"1","0","1"
20050926,11,"Clay","Oscar Hernandez","Gianluca Naso","LWW","R","R",-594,-58.7473541689801,-13,8.7,-1,6,2,"0","1","1"
20050926,12,"Clay","Juan Carlos Ferrero","Florian Mayer","WW","R","R",-57,108.234946555724,-7,3.7,3,3,0,"1","1","0"
20050926,13,"Clay","Filippo Volandri","Nicolas Massu","WW","R","R",-3,-24.4225711441088,0,-1.9,3,6,0,"1","1","0"
20050926,14,"Clay","Christophe Rochus","David Sanchez","WW","R","R",-83,-53.2647981659757,-13,-0.699999999999999,5,4,0,"1","1","0"
20050926,15,"Clay","Agustin Calleri","Albert Montanes","LL","R","R",-9,136.900324723232,8,4.2,-2,-6,0,"0","0","0"
20050926,16,"Clay","Tommy Robredo","Albert Portas","WW","R","R",-106,330.549947060373,-8,-8.4,3,2,0,"1","1","0"
20050926,17,"Clay","Igor Andreev","Francesco Aldi","LWW","R","R",-106,32.811893169591,10,-1.8,-4,6,3,"0","1","1"
20050926,18,"Clay","Alberto Martin","Daniel Elsner","WW","R","R",-278,128.144525639905,-8,0.400000000000002,2,4,0,"1","1","0"
20050926,19,"Clay","Razvan Sabau","Andreas Seppi","WLL","R","R",-2,-15.0939419433021,-5,6.7,1,-3,-2,"1","0","0"
20050926,20,"Clay","Davide Sanguinetti","Juan Ignacio Chela","WW","R","R",-4,-164.232043030771,-2,7,3,2,0,"1","1","0"
20050926,21,"Clay","Fernando Verdasco","Tomas Behrend","LWL","L","R",-46,175.442002929128,-5,-8.9,-2,4,-5,"0","1","0"
20050926,22,"Clay","Juan Carlos Ferrero","Oscar Hernandez","WW","R","R",-53,234.121439268527,3,-1.8,3,2,0,"1","1","0"
20050926,23,"Clay","Filippo Volandri","Christophe Rochus","WW","R","R",-11,84.4016422476257,13,-2.7,6,6,0,"1","1","0"
20050926,24,"Clay","Tommy Robredo","Albert Montanes","WW","R","R",-52,213.221079120539,5,-1.4,2,4,0,"1","1","0"
20050926,25,"Clay","Igor Andreev","Alberto Martin","WW","R","R",-9,-23.386729611758,10,-4.9,2,2,0,"1","1","0"
20050926,26,"Clay","Davide Sanguinetti","Andreas Seppi","LL","R","R",-30,-41.4794243426311,-2,11.5,-3,-2,0,"0","0","0"
20050926,27,"Clay","Juan Carlos Ferrero","Tomas Behrend","WLL","R","R",-64,214.484338018449,-10,-5.1,1,-1,-2,"1","0","0"
20050926,28,"Clay","Tommy Robredo","Filippo Volandri","LL","R","R",-27,110.447949315463,-3,-0.600000000000001,-2,-4,0,"0","0","0"
20050926,29,"Clay","Igor Andreev","Andreas Seppi","WW","R","R",-24,-22.3548437262275,-5,0.699999999999999,4,2,0,"1","1","0"
20050926,30,"Clay","Filippo Volandri","Tomas Behrend","WW","R","R",-40,107.429562364002,-10,-6.7,2,4,0,"1","1","0"
20050926,31,"Clay","Filippo Volandri","Igor Andreev","WLL","R","R",-8,62.0171610621328,-2,1.8,6,-5,-3,"1","0","0"
20051024,1,"Carpet","Guillermo Coria","Alberto Martin","WW","R","R",-46,255.376761615119,0,-3.4,4,2,0,"1","1","0"
20051024,2,"Carpet","Stan Wawrinka","Kristof Vliegen","LWL","R","R",-71,0.316720222840331,-10,-2.8,-1,2,-3,"0","1","0"
